^SPX (Standard & Poors 500 Index),2663.68,175.0299
Apr 06 2020 @ 20:19 ET,Bid,2601.24,Ask,2870.36,Size,1x1,Vol,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
04/06/2020,SPXW200406C02090000,0,0,470.3,662.3,0,0.02,0.9763,0.0002,0,2090.000,SPXW200406P02090000,0,0,0,80,0,8.001,-0.0005,0,3299
04/06/2020,SPXW200406C02095000,0,0,465.3,657.3,0,0.02,0.9761,0.0002,1,2095.000,SPXW200406P02095000,0,0,0,80,0,7.9385,-0.0005,0,163
04/06/2020,SPXW200406C02100000,0,0,460.3,652.3,0,0.02,0.9812,0.0001,1,2100.000,SPXW200406P02100000,0.05,-0.05,0,0.05,9,7.8753,-0.0005,0,3515
04/06/2020,SPXW200406C02105000,0,0,455.3,647.3,0,0.02,0.9758,0.0002,0,2105.000,SPXW200406P02105000,0,0,0,80,0,7.751,-0.0005,0,13
04/06/2020,SPXW200406C02110000,0,0,450.3,642.3,0,0.02,0.9756,0.0002,0,2110.000,SPXW200406P02110000,0,0,0,0.05,0,7.751,-0.0005,0,167
04/06/2020,SPXW200406C02115000,0,0,445.3,637.3,0,0.02,0.9754,0.0002,1,2115.000,SPXW200406P02115000,0,0,0,80,0,7.6814,-0.0005,0,198
04/06/2020,SPXW200406C02120000,0,0,440.3,632.3,0,0.02,0.9752,0.0002,0,2120.000,SPXW200406P02120000,0,0,0,80,0,7.5936,-0.0005,0,148
04/06/2020,SPXW200406C02125000,0,0,435.3,627.3,0,0.02,0.975,0.0002,0,2125.000,SPXW200406P02125000,0,0,0,80,0,7.5201,-0.0005,0,573
04/06/2020,SPXW200406C02130000,0,0,430.3,622.3,0,0.02,0.9748,0.0002,0,2130.000,SPXW200406P02130000,0,0,0,0.05,0,7.3916,-0.0005,0,8535
04/06/2020,SPXW200406C02135000,0,0,425.3,617.3,0,0.02,0.9746,0.0002,0,2135.000,SPXW200406P02135000,0,0,0,80,0,7.3477,-0.0005,0,137
04/06/2020,SPXW200406C02140000,0,0,420.3,612.3,0,0.02,0.9744,0.0002,0,2140.000,SPXW200406P02140000,0,0,0,80,0,7.3086,-0.0005,0,250
04/06/2020,SPXW200406C02145000,0,0,415.3,607.3,0,0.02,0.9742,0.0002,0,2145.000,SPXW200406P02145000,0,0,0,80,0,7.1829,-0.0005,0,256
04/06/2020,SPXW200406C02150000,0,0,410.3,602.3,0,0.02,0.9745,0.0002,8,2150.000,SPXW200406P02150000,0,0,0,0.05,0,7.1436,-0.0005,0,854
04/06/2020,SPXW200406C02155000,0,0,405.3,597.3,0,0.02,0.9737,0.0002,0,2155.000,SPXW200406P02155000,0,0,0,80,0,7.0183,-0.0005,0,27
04/06/2020,SPXW200406C02160000,0,0,400.3,592.3,0,0.02,0.9735,0.0002,1,2160.000,SPXW200406P02160000,0,0,0,80,0,6.9871,-0.0005,0,351
04/06/2020,SPXW200406C02165000,0,0,395.3,587.3,0,0.02,0.9733,0.0002,1,2165.000,SPXW200406P02165000,0,0,0,80,0,6.9545,-0.0006,0,261
04/06/2020,SPXW200406C02170000,0,0,390.3,582.3,0,0.02,0.973,0.0002,0,2170.000,SPXW200406P02170000,0,0,0,80,0,6.8775,-0.0006,0,401
04/06/2020,SPXW200406C02175000,0,0,385.3,577.3,0,0.02,0.9728,0.0002,0,2175.000,SPXW200406P02175000,0.05,-0.125,0,0.05,1,6.7984,-0.0006,0,1188
04/06/2020,SPXW200406C02180000,428.82,143.77,380.3,572.3,2,0.02,0.9726,0.0002,2,2180.000,SPXW200406P02180000,0.05,-0.125,0,0.05,100,6.6612,-0.0005,0,223
04/06/2020,SPXW200406C02185000,442.22,162.17,375.3,567.3,1,0.02,0.9723,0.0002,2,2185.000,SPXW200406P02185000,0,0,0,0.05,0,6.6483,-0.0006,0,269
04/06/2020,SPXW200406C02190000,0,0,370.3,562.3,0,0.02,0.9721,0.0002,0,2190.000,SPXW200406P02190000,0.05,-0.175,0,0.05,2,6.5758,-0.0006,0,3130
04/06/2020,SPXW200406C02195000,0,0,365.3,557.3,0,0.02,0.9718,0.0002,0,2195.000,SPXW200406P02195000,0.05,-0.175,0,80,52,6.5025,-0.0006,0,252
04/06/2020,SPXW200406C02200000,408.74,143.69,360.3,552.3,2,0.02,0.9875,0.0001,7,2200.000,SPXW200406P02200000,0.05,-0.25,0,0.05,104,6.4291,-0.0006,0,1232
04/06/2020,SPXW200406C02205000,0,0,355.3,547.3,0,0.02,0.9713,0.0002,1,2205.000,SPXW200406P02205000,0,0,0,0.05,0,6.3536,-0.0006,0,179
04/06/2020,SPXW200406C02210000,0,0,350.3,542.3,0,0.02,0.971,0.0002,0,2210.000,SPXW200406P02210000,0,0,0,0.05,0,6.2706,-0.0006,0,222
04/06/2020,SPXW200406C02215000,0,0,345.3,537.3,0,0.02,0.9708,0.0002,1,2215.000,SPXW200406P02215000,0,0,0,0.05,0,6.2414,-0.0006,0,151
04/06/2020,SPXW200406C02220000,0,0,340.3,532.3,0,0.02,0.9705,0.0003,1,2220.000,SPXW200406P02220000,0.05,-0.35,0,0.05,9,6.1542,-0.0006,0,340
04/06/2020,SPXW200406C02225000,0,0,335.3,527.3,0,0.02,0.9682,0.0003,3,2225.000,SPXW200406P02225000,0.05,-0.4,0,0.05,4,6.0742,-0.0006,0,1224
04/06/2020,SPXW200406C02230000,386.88,151.38,330.3,522.3,1,0.02,0.9699,0.0003,29,2230.000,SPXW200406P02230000,0,0,0,0.05,0,6.001,-0.0006,0,162
04/06/2020,SPXW200406C02235000,0,0,325.3,517.3,0,0.02,0.9697,0.0003,0,2235.000,SPXW200406P02235000,0.05,-0.55,0,0.05,22,5.9313,-0.0006,0,1858
04/06/2020,SPXW200406C02240000,376.28,150.68,320.3,512.3,14,0.02,0.9775,0.0002,29,2240.000,SPXW200406P02240000,0,0,0,0.05,0,5.8683,-0.0006,0,260
04/06/2020,SPXW200406C02245000,371.08,150.58,315.3,507.3,14,0.02,0.9691,0.0003,14,2245.000,SPXW200406P02245000,0,0,0,0.05,0,5.751,-0.0006,0,272
04/06/2020,SPXW200406C02250000,366.88,151.33,310.3,502.3,1,0.02,0.9695,0.0003,14,2250.000,SPXW200406P02250000,0.05,-0.725,0,0.05,102,5.751,-0.0007,0,1136
04/06/2020,SPXW200406C02255000,0,0,305.3,497.3,0,0.02,0.9685,0.0003,1,2255.000,SPXW200406P02255000,0,0,0,0.05,0,5.6391,-0.0006,0,715
04/06/2020,SPXW200406C02260000,355.19,149.19,300.3,492.3,1,0.02,0.9681,0.0003,7,2260.000,SPXW200406P02260000,0,0,0,0.05,0,5.5671,-0.0006,0,800
04/06/2020,SPXW200406C02265000,0,0,295.3,487.3,0,0.02,0.9678,0.0003,10,2265.000,SPXW200406P02265000,0.05,-0.975,0,0.05,185,5.4976,-0.0007,0,523
04/06/2020,SPXW200406C02270000,354.52,158.57,290.3,482.3,10,0.02,0.9675,0.0003,36,2270.000,SPXW200406P02270000,0.05,-1.125,0,0.05,98,5.4305,-0.0007,0,893
04/06/2020,SPXW200406C02275000,340.12,149.02,285.3,477.3,1,0.02,0.965,0.0003,19,2275.000,SPXW200406P02275000,0.05,-1.25,0,0.05,251,5.3648,-0.0007,0,2243
04/06/2020,SPXW200406C02280000,344.49,158.24,280.3,472.3,10,0.02,0.9756,0.0003,12,2280.000,SPXW200406P02280000,0.05,-1.375,0,0.05,40,5.2994,-0.0007,0,4137
04/06/2020,SPXW200406C02285000,0,0,275.3,467.3,0,0.02,0.9664,0.0003,11,2285.000,SPXW200406P02285000,0.05,-1.5,0,0.05,112,5.2098,-0.0007,0,790
04/06/2020,SPXW200406C02290000,0,0,270.3,462.3,0,0.02,0.9638,0.0003,12,2290.000,SPXW200406P02290000,0.05,-1.725,0,0.05,14,5.1834,-0.0007,0,481
04/06/2020,SPXW200406C02295000,313.03,141.28,265.3,457.3,13,0.02,0.9657,0.0003,13,2295.000,SPXW200406P02295000,0.05,-1.925,0,0.05,173,5.0553,-0.0007,0,846
04/06/2020,SPXW200406C02300000,341.77,174.82,260.3,452.3,36,0.02,0.9728,0.0003,101,2300.000,SPXW200406P02300000,0.05,-2.175,0,0.05,1377,5.0327,-0.0007,0,2143
04/06/2020,SPXW200406C02305000,0,0,255.3,447.3,0,0.02,0.965,0.0004,22,2305.000,SPXW200406P02305000,0.05,-2.4,0,0.05,2,4.9613,-0.0008,0,137
04/06/2020,SPXW200406C02310000,315.96,158.46,250.3,442.3,10,0.02,0.9646,0.0004,26,2310.000,SPXW200406P02310000,0.05,-2.65,0,80,32,4.8838,-0.0007,0,281
04/06/2020,SPXW200406C02315000,310.95,158.1,245.3,437.3,10,0.02,0.9642,0.0004,10,2315.000,SPXW200406P02315000,0.05,-2.975,0,80,9,4.81,-0.0007,0,245
04/06/2020,SPXW200406C02320000,0,0,240.3,432.3,0,0.02,0.9638,0.0004,4,2320.000,SPXW200406P02320000,0.05,-3.3,0,80,50,4.7431,-0.0008,0,8235
04/06/2020,SPXW200406C02325000,0,0,235.3,427.3,0,0.02,0.9633,0.0004,62,2325.000,SPXW200406P02325000,0.05,-3.65,0,0.05,192,4.7144,-0.0008,0,487
04/06/2020,SPXW200406C02330000,0,0,230.3,422.3,0,0.02,0.9629,0.0004,3,2330.000,SPXW200406P02330000,0.05,-4.05,0,80,336,4.5908,-0.0008,0,587
04/06/2020,SPXW200406C02335000,274.12,139.72,225.3,417.3,2,0.02,0.9625,0.0004,3,2335.000,SPXW200406P02335000,0.05,-4.55,0,80,86,4.5657,-0.0008,0,270
04/06/2020,SPXW200406C02340000,0,0,220.3,412.3,0,0.02,0.962,0.0004,32,2340.000,SPXW200406P02340000,0.05,-4.95,0,80,204,4.4548,-0.0008,0,3169
04/06/2020,SPXW200406C02345000,0,0,215.3,407.3,0,0.02,0.9616,0.0004,44,2345.000,SPXW200406P02345000,0.07,-5.48,0,80,11,4.4173,-0.0009,0,91
04/06/2020,SPXW200406C02350000,0,0,210.3,402.3,0,0.02,0.9611,0.0004,198,2350.000,SPXW200406P02350000,0.05,-6.05,0,0.05,668,4.3471,-0.0009,0,2479
04/06/2020,SPXW200406C02355000,0,0,205.3,397.3,0,0.02,0.9877,0.0002,3,2355.000,SPXW200406P02355000,0.05,-6.65,0,80,17,4.276,-0.0009,0,111
04/06/2020,SPXW200406C02360000,0,0,200.3,392.3,0,0.02,0.9685,0.0004,85,2360.000,SPXW200406P02360000,0.05,-7.3,0,0.1,59,4.1982,-0.0009,0,4809
04/06/2020,SPXW200406C02365000,213.6,105.15,200.1,392.1,10,0.02,0.9596,0.0005,3,2365.000,SPXW200406P02365000,0.1,-7.95,0,0.1,27,4.1568,-0.0009,0,393
04/06/2020,SPXW200406C02370000,0,0,200.1,392.1,0,0.02,0.9658,0.0004,59,2370.000,SPXW200406P02370000,0.07,-8.73,0,0.05,61,4.0736,-0.0009,0,547
04/06/2020,SPXW200406C02375000,254.69,154.74,200.1,392.1,6,0.02,0.9262,0.0006,82,2375.000,SPXW200406P02375000,0.05,-9.6,0,0.05,564,4.001,-0.0009,0,324
04/06/2020,SPXW200406C02380000,261,165.15,200.1,392.1,3,0.02,0.8978,0.0007,14,2380.000,SPXW200406P02380000,0.05,-10.4,0,80,51,3.9353,-0.0009,0,6190
04/06/2020,SPXW200406C02385000,0,0,200.1,392.1,0,0.02,0.8748,0.0008,10,2385.000,SPXW200406P02385000,0.07,-11.23,0,0.1,153,3.876,-0.001,0,330
04/06/2020,SPXW200406C02390000,0,0,200.1,392.1,0,0.02,0.8553,0.0008,16,2390.000,SPXW200406P02390000,0.05,-12.25,0,80,336,3.8059,-0.001,0,468
04/06/2020,SPXW200406C02395000,244,160.25,197.3,325.3,1,0.02,0.8383,0.0008,1,2395.000,SPXW200406P02395000,0.05,-13.3,0,80,19,3.7254,-0.001,0,233
04/06/2020,SPXW200406C02400000,243.74,163.89,192.3,320.3,37,0.02,0.9537,0.0006,142,2400.000,SPXW200406P02400000,0.05,-14.4,0,0.3,625,3.6861,-0.0011,0,1457
04/06/2020,SPXW200406C02405000,263.83,187.78,187.3,315.3,1,0.02,0.955,0.0006,24,2405.000,SPXW200406P02405000,0.1,-15.45,0,0.05,10,3.5675,-0.0009,0,247
04/06/2020,SPXW200406C02410000,191,118.75,182.3,310.3,2,0.02,0.9662,0.0005,25,2410.000,SPXW200406P02410000,0.07,-16.78,0,0.05,68,3.535,-0.001,0,300
04/06/2020,SPXW200406C02415000,250,181.45,177.3,305.3,100,0.02,0.9074,0.0008,100,2415.000,SPXW200406P02415000,0.06,-18.09,0,80,55,3.4671,-0.0011,0,243
04/06/2020,SPXW200406C02420000,250.35,185.4,172.3,300.3,16,0.02,0.953,0.0006,22,2420.000,SPXW200406P02420000,0.05,-19.5,0,80,662,3.3838,-0.001,0,3441
04/06/2020,SPXW200406C02425000,160.45,99.05,167.3,295.3,5,0.02,0.9492,0.0007,100,2425.000,SPXW200406P02425000,0.05,-21,0,80,2611,3.309,-0.001,0,2560
04/06/2020,SPXW200406C02430000,198.96,141.01,162.3,290.3,3,0.02,0.9515,0.0007,29,2430.000,SPXW200406P02430000,0.05,-22.5,0,80,172,3.2351,-0.001,0,8163
04/06/2020,SPXW200406C02435000,0,0,157.3,285.3,0,0.02,0.9507,0.0007,22,2435.000,SPXW200406P02435000,0.05,-24.2,0,80,259,3.1667,-0.001,0,114
04/06/2020,SPXW200406C02440000,205.83,154.48,152.3,280.3,17,0.02,0.9499,0.0007,152,2440.000,SPXW200406P02440000,0.05,-25.9,0,80,115,3.1207,-0.0011,0,8153
04/06/2020,SPXW200406C02445000,160.03,111.83,147.3,275.3,20,0.02,0.9802,0.0004,70,2445.000,SPXW200406P02445000,0.05,-27.85,0,80,134,3.0763,-0.0012,0.0001,165
04/06/2020,SPXW200406C02450000,194.46,149.36,142.3,270.3,69,0.02,0.92,0.0009,319,2450.000,SPXW200406P02450000,0.05,-29.65,0,0.05,1011,2.993,-0.0012,0.0001,8487
04/06/2020,SPXW200406C02455000,185.57,143.42,137.3,265.3,11,0.02,0.9758,0.0005,69,2455.000,SPXW200406P02455000,0.05,-31.75,0,80,555,2.9374,-0.0013,0.0001,757
04/06/2020,SPXW200406C02460000,178.96,139.71,132.3,260.3,11,0.02,0.9295,0.0009,176,2460.000,SPXW200406P02460000,0.05,-33.85,0,80,1249,2.8688,-0.0013,0.0001,7309
04/06/2020,SPXW200406C02465000,162.29,125.79,127.3,255.3,104,0.02,0.9978,0.0001,127,2465.000,SPXW200406P02465000,0.05,-36.05,0,80,183,2.8008,-0.0013,0.0001,168
04/06/2020,SPXW200406C02470000,196.84,162.99,122.3,250.3,48,0.02,0.9842,0.0004,287,2470.000,SPXW200406P02470000,0.05,-38.45,0,0.05,2387,2.7261,-0.0013,0.0001,482
04/06/2020,SPXW200406C02475000,168.3,137,117.3,245.3,69,0.02,0.9757,0.0006,260,2475.000,SPXW200406P02475000,0.05,-40.8,0,0.1,1192,2.6663,-0.0014,0.0001,509
04/06/2020,SPXW200406C02480000,159.53,130.68,112.3,240.3,48,0.02,0.9859,0.0004,240,2480.000,SPXW200406P02480000,0.1,-43.4,0,1.9,1133,2.5839,-0.0013,0.0001,496
04/06/2020,SPXW200406C02485000,149.08,122.53,107.3,235.3,22,0.02,0.9787,0.0005,113,2485.000,SPXW200406P02485000,0.1,-45.95,0,80,1490,2.5331,-0.0015,0.0001,372
04/06/2020,SPXW200406C02490000,151.5,127.2,102.3,230.3,153,0.02,0.981,0.0005,237,2490.000,SPXW200406P02490000,0.05,-48.85,0,0.05,1157,2.4592,-0.0015,0.0001,196
04/06/2020,SPXW200406C02495000,165.45,143.25,100.5,228.5,42,0.02,0.9696,0.0007,162,2495.000,SPXW200406P02495000,0.05,-51.7,0,0.05,971,2.4008,-0.0016,0.0001,346
04/06/2020,SPXW200406C02500000,166.97,146.77,100.1,228.1,245,0.02,0.9856,0.0005,2242,2500.000,SPXW200406P02500000,0.05,-54.65,0,0.05,3062,2.3228,-0.0015,0.0001,1916
04/06/2020,SPXW200406C02505000,127.22,108.92,100.1,228.1,46,0.02,0.9088,0.0013,183,2505.000,SPXW200406P02505000,0.05,-57.75,0,0.05,686,2.251,-0.0015,0.0001,48
04/06/2020,SPXW200406C02510000,156.57,140.02,100.1,228.1,66,0.02,0.8642,0.0015,196,2510.000,SPXW200406P02510000,0.05,-61,0,0.05,2545,2.1885,-0.0016,0.0001,205
04/06/2020,SPXW200406C02515000,122.03,107.18,100.1,228.1,24,0.02,0.8305,0.0015,203,2515.000,SPXW200406P02515000,0.05,-64.3,0,0.05,2425,2.126,-0.0017,0.0001,61
04/06/2020,SPXW200406C02520000,152,138.65,96.3,176.3,126,0.02,0.8031,0.0015,669,2520.000,SPXW200406P02520000,0.1,-67.75,0,40,2835,2.0593,-0.0018,0.0001,69
04/06/2020,SPXW200406C02525000,110,98.05,91.3,171.3,96,0.02,0.9694,0.0009,755,2525.000,SPXW200406P02525000,0.05,-71.3,0,0.05,5607,2.001,-0.0019,0.0001,116
04/06/2020,SPXW200406C02530000,98.96,88.31,86.3,166.3,63,0.02,0.9686,0.0009,875,2530.000,SPXW200406P02530000,0.05,-75.2,0,0.05,5579,1.925,-0.0019,0.0001,77
04/06/2020,SPXW200406C02535000,107,97.6,81.3,161.3,56,0.02,0.9755,0.0008,156,2535.000,SPXW200406P02535000,0.05,-79.05,0,0.15,3291,1.8505,-0.0019,0.0001,111
04/06/2020,SPXW200406C02540000,95.52,87.17,76.3,156.3,603,0.02,0.972,0.0009,714,2540.000,SPXW200406P02540000,0.05,-82.9,0,0.05,5080,1.7703,-0.0018,0.0001,85
04/06/2020,SPXW200406C02545000,99.84,92.49,71.3,151.3,566,0.02,0.971,0.001,711,2545.000,SPXW200406P02545000,0.05,-86.9,0,0.05,2519,1.7047,-0.0019,0.0001,59
04/06/2020,SPXW200406C02550000,123.82,117.32,70,146.3,344,0.02,0.9732,0.001,731,2550.000,SPXW200406P02550000,0.05,-91,0,0.05,7484,1.654,-0.0021,0.0002,207
04/06/2020,SPXW200406C02555000,118.82,113.12,61.3,141.3,188,0.02,0.9964,0.0003,305,2555.000,SPXW200406P02555000,0.1,-95.15,0,0.2,2497,1.6953,-0.0039,0.0003,63
04/06/2020,SPXW200406C02560000,84.14,79.19,56.3,136.3,682,0.02,0.9905,0.0005,316,2560.000,SPXW200406P02560000,0.1,-99.45,0,0.25,4472,1.5194,-0.0023,0.0002,54
04/06/2020,SPXW200406C02565000,107.93,103.58,51.3,131.3,52,0.02,0.9677,0.0012,181,2565.000,SPXW200406P02565000,0.07,-103.88,0,0.25,2018,1.5532,-0.0042,0.0003,37
04/06/2020,SPXW200406C02570000,97.89,94.04,46.3,126.3,383,0.02,0.9521,0.0016,353,2570.000,SPXW200406P02570000,0.05,-108.3,0,0.05,3939,1.3724,-0.0024,0.0002,44
04/06/2020,SPXW200406C02575000,89.5,86.15,41.3,121.3,474,0.02,0.959,0.0016,581,2575.000,SPXW200406P02575000,0.05,-113.6,0,0.05,6397,1.3082,-0.0025,0.0002,96
04/06/2020,SPXW200406C02580000,82.42,79.495,36.3,116.3,551,0.02,0.9606,0.0016,367,2580.000,SPXW200406P02580000,0.05,-118,0,0.05,4845,1.2364,-0.0026,0.0003,79
04/06/2020,SPXW200406C02585000,76.4,73.875,31.3,111.3,328,0.02,0.97,0.0014,168,2585.000,SPXW200406P02585000,0.05,-122.7,0,0.05,3176,1.1661,-0.0027,0.0003,26
04/06/2020,SPXW200406C02590000,68.1,65.9,26.3,106.3,1085,0.02,0.9472,0.0021,960,2590.000,SPXW200406P02590000,0.05,-127.4,0,0.05,4487,1.1885,-0.0053,0.0005,79
04/06/2020,SPXW200406C02595000,79.07,77.17,25,101.3,824,0.02,0.9533,0.0021,346,2595.000,SPXW200406P02595000,0.05,-132,0,0.05,4018,1.0387,-0.0032,0.0004,83
04/06/2020,SPXW200406C02600000,59.17,57.52,16.3,96.3,13488,0.02,0.997,0.0003,2927,2600.000,SPXW200406P02600000,0.05,-136.85,0,0.05,17772,1.1367,-0.0105,0.001,338
04/06/2020,SPXW200406C02605000,59.2,57.75,11.3,91.3,1478,0.02,0.9591,0.0023,350,2605.000,SPXW200406P02605000,0.05,-141.35,0,0.05,3361,1.1163,-0.0153,0.0014,57
